"device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VDC331","13.6523915999999996 "," 100.677808499999998","ภาคกลาง","AIS","Top up TELCO",20.0,1,8,26,5,30,9
"VDC33247","13.6380033333333319 "," 100.417488333333338","ภาคกลาง","AIS","Top up TELCO",20.0,1,9,32,2,18,10
"VDC33247","13.6380033333333319 "," 100.417488333333338","ภาคกลาง","TRUE","Top up TELCO",20.0,1,9,12,6,30,4
"VDC33268","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,8,35,5,23,9
"VDC33268","0 "," 0","Offline","TRUE","Top up TELCO",10.0,1,16,57,5,28,1
"VDC33297","0 "," 0","Offline","TMNTOPUP","Top up Wallet",180.0,1,18,41,6,21,5
"VDC33298","0 "," 0","Offline","DTAC","Top up TELCO",30.0,1,10,25,1,17,10
"VDC33301","13.6887666666666679 "," 100.258015000000015","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,3,32,5,26,8
"VDC33312","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC33320","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC33336","0 "," 0","Offline","TRUE","Top up TELCO",20.0,1,19,9,3,3,8
"VDC33340","14.0048449999999995 "," 100.556108333333341","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,11,53,4,22,12
"VDC33340","14.0048449999999995 "," 100.556108333333341","ภาคกลาง","TRUE","Top up TELCO",30.0,1,13,51,4,29,12
"VDC33357","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,7,5,2,6,12
"VDC33357","0 "," 0","Offline","TRUE","Top up TELCO",10.0,1,0,6,3,29,6
"VDC33492","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,8,24,1,18,4
"VDC33506","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,23,28,5,27,5
"VDC33507","0 "," 0","Offline","AIS","Top up TELCO",200.0,1,19,38,2,27,9
"VDC337","14.3362339999999993 "," 100.6105144","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,14,29,1,26,12
"VDC33978","0 "," 0","Offline","AIS","Top up TELCO",100.0,1,6,52,5,3,6
"VDC34003","16.3447049999999976 "," 104.010270000000006","ภาคตะวันออกเฉียงเหนือ","GSBDEPOSITONLINE","Transfer to Bank",200.0,1,16,28,4,11,8
"VDC34133","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,19,3,4,10,2
"VDC342","13.7761748999999991 "," 100.478132099999996","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,10,38,0,29,5
"VDC34306","14.5169233333333327 "," 100.974025000000012","ภาคกลาง","AIS","Top up TELCO",20.0,1,12,12,0,24,7
"VDC34306","14.5169233333333327 "," 100.974025000000012","ภาคกลาง","DTAC","Top up TELCO",10.0,1,12,13,6,17,9
"VDC34311","15.2222383333333333 "," 100.17278499999999","ภาคกลาง","AIS","Top up TELCO",50.0,1,17,28,2,6,12
"VDC34317","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,16,4,2,1,11
"VDC34319","0 "," 0","Offline","DTAC","Top up TELCO",20.0,1,5,14,3,3,8
"VDC34323","14.9069250000000011 "," 102.011596666666662","ภาคกลาง","TMNTOPUP","Top up Wallet",45.0,1,16,46,4,10,11
"VDC34332","0 "," 0","Offline","AIS","Top up TELCO",200.0,1,12,39,1,10,10
"VDC345","14.3129778000000005 "," 100.646133599999999","ภาคกลาง","DTACPROSERM","Add Package",35.0,1,12,39,0,27,2
"VDC345","14.3129778000000005 "," 100.646133599999999","ภาคกลาง","SCBDEPOSIT","Transfer to Bank",170.0,1,10,33,6,5,3
"VDC347","13.8057774000000002 "," 100.534556699999996","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,11,1,0,20,2
"VDC34729","14.0212850000000007 "," 100.540008333333333","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,11,53,4,22,12
"VDC34902","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,2,12,3,26,10
"VDC34914","13.3452816666666649 "," 99.8292683333333457","ภาคกลาง","AISPROSERM","Add Package",56.0,1,21,48,5,24,6
"VDC34954","14.1245349999999998 "," 100.631183333333325","ภาคกลาง","AIS","Top up TELCO",50.0,1,16,50,6,22,10
"VDC34955","13.9826899999999981 "," 100.390544999999989","ภาคกลาง","TRUE","Top up TELCO",10.0,1,8,25,2,31,5
"VDC35005","6.26210166666666623 "," 102.039600000000007","ภาคตะวันออก","TMNTOPUP","Top up Wallet",20.0,1,12,53,0,24,7
"VDC35151","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,18,33,2,11,10
"VDC35186","13.9662666666666677 "," 100.512929999999997","ภาคกลาง","DTACPROSERM","Add Package",42.0,1,14,48,4,23,6
"VDC35243","10.0958983333333343 "," 99.1435966666666531","ภาคเหนือ","PWA","Bill Utility",53.93,1,11,49,0,13,11
"VDC35263","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank",200.0,1,10,51,2,29,3
"VDC35271","8.63272833333333445 "," 99.3572849999999903","ภาคเหนือ","AIS","Top up TELCO",50.0,1,13,18,2,29,11
"VDC35283","12.2256466666666679 "," 99.8677399999999835","ภาคเหนือ","TMNTOPUP","Top up Wallet",20.0,1,15,18,2,20,12
"VDC35287","14.5882299999999994 "," 100.985663333333349","ภาคกลาง","TRUE","Top up TELCO",100.0,1,12,4,3,30,11
"VDC35288","12.368521666666668 "," 99.9348099999999846","ภาคเหนือ","AIS","Top up TELCO",200.0,1,8,4,3,5,10
"VDC35351","0 "," 0","Offline","TMNTOPUP","Top up Wallet",90.0,1,14,49,1,11,4
"VDC35383","15.1201299999999978 "," 104.314636666666658","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",30.0,1,21,10,1,7,11
"VDC35395","13.3177033333333341 "," 101.107253333333333","ภาคกลาง","AIS","Top up TELCO",40.0,1,17,45,3,18,5
"VDC35395","13.3177033333333341 "," 101.107253333333333","ภาคกลาง","AIS","Top up TELCO",10.0,1,22,12,0,4,12
"VDC35395","13.3177033333333341 "," 101.107253333333333","ภาคกลาง","AISPROSERM","Add Package",33.0,1,14,11,4,25,8
"VDC35395","13.3177033333333341 "," 101.107253333333333","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,22,33,0,25,9
"VDC35422","14.1714849999999988 "," 100.301563333333348","ภาคกลาง","TRUE","Top up TELCO",10.0,1,19,23,1,21,11
"VDC35443","0 "," 0","Offline","DTAC","Top up TELCO",40.0,1,0,1,0,21,8
"VDC35677","0 "," 0","Offline","TMNTOPUP","Top up Wallet",180.0,1,18,40,5,2,12
"VDC357","14.0184575999999996 "," 100.526026099999996","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,11,53,4,22,12
"VDC35761","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC35783","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC35973","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,18,8,4,18,8
"VDC35984","14.2415066666666643 "," 101.120286666666658","ภาคกลาง","TMNTOPUP","Top up Wallet",45.0,1,17,6,2,27,12
"VDC36100","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,12,19,5,12,8
"VDC36103","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC36107","0 "," 0","Offline","AIS","Top up TELCO",30.0,1,14,31,6,30,7
"VDC36107","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC36110","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC36129","15.9568333333333339 "," 101.273864999999986","ภาคกลาง","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC36148","15.7853250000000003 "," 100.996840000000006","ภาคกลาง","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC36156","0 "," 0","Offline","AIS","Top up TELCO",50.0,1,13,9,2,27,12
"VDC36161","16.570453333333333 "," 101.00191833333335","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC3623","0 "," 0","Offline","AIS","Top up TELCO",100.0,1,11,35,0,6,2
"VDC36265","16.4042250000000003 "," 101.152405000000002","ภาคกลาง","AIS","Top up TELCO",10.0,1,10,52,5,25,11
"VDC36326","16.795066666666667 "," 101.277381666666685","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC36341","0 "," 0","Offline","TMNTOPUP","Top up Wallet",90.0,1,23,58,2,20,9
"VDC36383","16.040770000000002 "," 101.193033333333332","ภาคกลาง","AISPROSERM","Add Package",21.0,1,8,16,2,27,9
"VDC36591","14.8035983333333316 "," 100.268423333333345","ภาคกลาง","TMNTOPUP","Top up Wallet",45.0,1,9,16,2,15,2
"VDC36591","14.8035983333333316 "," 100.268423333333345","ภาคกลาง","TMNTOPUP","Top up Wallet",90.0,1,15,36,2,20,12
"VDC36855","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,9,16,2,8,11
"VDC36855","0 "," 0","Offline","AIS","Top up TELCO",50.0,1,18,9,2,22,11
"VDC36855","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,14,55,2,22,3
"VDC36856","0 "," 0","Offline","TMNTOPUP","Top up Wallet",90.0,1,19,53,0,26,6
"VDC369","13.7370569000000007 "," 100.634692000000001","ภาคกลาง","TMNTOPUP","Top up Wallet",20.0,1,6,58,4,10,2
"VDC36908","0 "," 0","Offline","DTAC","Top up TELCO",20.0,1,22,13,5,16,12
"VDC37282","0 "," 0","Offline","TMNTOPUP","Top up Wallet",20.0,1,8,42,3,22,6
"VDC37632","0 "," 0","Offline","AIS","Top up TELCO",40.0,1,16,26,6,31,12
"VDC37691","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",170.0,1,23,9,5,30,12
"VDC37783","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC37937","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC37939","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC3800","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,20,31,5,30,12
"VDC38158","15.0624366666666667 "," 102.104604999999992","ภาคกลาง","KTBDEPOSIT","Transfer to Bank",970.0,1,13,50,4,20,10
"VDC38329","13.5408283333333319 "," 100.28535500000001","ภาคกลาง","DTAC","Top up TELCO",200.0,1,17,54,4,8,12
"VDC38381","16.1303216666666671 "," 101.04441833333334","ภาคกลาง","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC38733","16.0421750000000003 "," 101.19626333333332","ภาคกลาง","TMNTOPUP","Top up Wallet",45.0,1,18,37,6,24,9
"VDC38737","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC38744","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC38822","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",470.0,1,11,0,1,26,12
"VDC38895","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,20,28,2,27,9
"VDC38899","0 "," 0","Offline","TMNTOPUP","Top up Wallet",45.0,1,12,45,1,12,12
"VDC38928","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",500.0,1,9,14,5,21,1
"VDC38928","0 "," 0","Offline","TRUE","Top up TELCO",100.0,1,15,41,4,15,9
"VDC38964","16.3935966666666673 "," 101.117829999999984","ภาคกลาง","AIS","Top up TELCO",20.0,1,13,9,2,27,12
"VDC38966","0 "," 0","Offline","AIS","Top up TELCO",10.0,1,13,9,2,27,12
"VDC39065","0 "," 0","Offline","AIS","Top up TELCO",20.0,1,13,31,3,5,1
"VDC39118","0 "," 0","Offline","MYCAT","Top up TELCO",10.0,1,19,14,6,17,9
"VDC39160","0 "," 0","Offline","SABUYWASH","SABUYWASH",27.0,1,13,33,2,13,9
"VDC39197","14.5728449999999992 "," 100.988816666666665","ภาคกลาง","AIS","Top up TELCO",30.0,1,16,56,4,19,5
"VDC39197","14.5728449999999992 "," 100.988816666666665","ภาคกลาง","AIS","Top up TELCO",40.0,1,8,39,1,26,12
