device,lat,lng,region,service,sub_service,sum_amount,count_amount,hour,minute,dofweek,day,month,No
sbm67331,NULL,NULL,NULL,debit,debit,338,29,19,13,2,27,12,2206
sbm356,NULL,NULL,NULL,debit,debit,2435,29,9,28,2,29,3,2207
sbm47656,NULL,NULL,NULL,topup,topup,19339,29,12,28,1,31,10,2208
sbm60032,NULL,NULL,NULL,debit,topup_bank,34000,28,8,23,4,6,10,2209
sbm5710,NULL,NULL,NULL,topup,topup,63034,28,14,19,4,17,11,2210
sbm5710,NULL,NULL,NULL,topupfee,topupfee,411,28,14,19,4,17,11,2211
sbm29886,NULL,NULL,NULL,topupfee,topupfee,143,28,16,59,6,31,12,2212
sbm56639,NULL,NULL,NULL,debit,topup_bank,41885,28,17,5,4,6,10,2213
sbm25757,NULL,NULL,NULL,topup,topup,20736,28,8,4,4,29,12,2214
sbm20544,NULL,NULL,NULL,debit,debit,50202,28,15,12,1,5,12,2215
sbm23429,NULL,NULL,NULL,debit,debit,30976,28,20,49,1,26,12,2216
sbm57618,NULL,NULL,NULL,fee,fee,420,28,1,55,2,23,8,2217
sbm48203,NULL,NULL,NULL,credit,commission,96.25,28,13,33,6,10,12,2218
sbm34648,NULL,NULL,NULL,topupfee,topupfee,245,28,15,46,3,7,12,2219
sbm29886,NULL,NULL,NULL,topup,topup,227305,28,16,59,6,31,12,2220
sbm25757,NULL,NULL,NULL,topupfee,topupfee,224,28,8,4,4,29,12,2221
sbm29886,NULL,NULL,NULL,debit,debit,227162,28,16,59,6,31,12,2222
sbm25757,NULL,NULL,NULL,debit,debit,20512,28,8,4,4,29,12,2223
sbm20544,NULL,NULL,NULL,topupfee,topupfee,224,28,15,12,1,5,12,2224
sbm57010,NULL,NULL,NULL,debit,topup_bank,7600,28,18,15,4,6,10,2225
sbm43281,NULL,NULL,NULL,debit,debit,25219,28,11,48,4,29,12,2226
sbm63315,NULL,NULL,NULL,debit,topup_bank,32300,28,5,2,4,6,10,2227
sbm34648,NULL,NULL,NULL,topup,topup,38000,28,15,46,3,7,12,2228
sbm495,NULL,NULL,NULL,credit,promotion,140,28,15,57,1,6,6,2229
sbm34648,NULL,NULL,NULL,debit,debit,37755,28,15,46,3,7,12,2230
sbm455,NULL,NULL,NULL,credit,promotion,140,28,14,57,3,12,10,2231
sbm43281,NULL,NULL,NULL,topupfee,topupfee,231,28,11,48,4,29,12,2232
sbm1136,NULL,NULL,NULL,credit,commission,151.1,28,15,35,2,13,12,2233
sbm11090,NULL,NULL,NULL,dvcashin,dvcashin,1630,28,10,16,0,5,6,2234
sbm43281,NULL,NULL,NULL,topup,topup,25450,28,11,48,4,29,12,2235
sbm5710,NULL,NULL,NULL,debit,debit,62623,28,14,19,4,17,11,2236
sbm52316,NULL,NULL,NULL,topup,topup,2800,28,23,34,1,17,10,2237
sbm20544,NULL,NULL,NULL,topup,topup,50426,28,15,12,1,5,12,2238
sbm68040,NULL,NULL,NULL,debit,debit,255,28,16,0,4,15,12,2239
sbm39882,NULL,NULL,NULL,topup,topup,2836,27,12,19,3,2,11,2240
sbm45126,NULL,NULL,NULL,transferin,transferin,16831.86,27,19,4,1,9,5,2241
sbm68476,NULL,NULL,NULL,debit,topup_bank,17642,27,15,16,4,6,10,2242
sbm49714,NULL,NULL,NULL,credit,topup_ktb,1920,27,14,29,1,19,12,2243
sbm592,NULL,NULL,NULL,credit,promotion,135,27,16,22,1,25,7,2244
sbm56866,NULL,NULL,NULL,debit,debit,336,27,11,24,2,26,7,2245
sbm480,NULL,NULL,NULL,debit,transfer_bank_scbpayment,5101,27,19,24,4,29,12,2246
sbm177,NULL,NULL,NULL,credit,promotion,135,27,17,24,2,13,12,2247
sbm39823,NULL,NULL,NULL,transferin,transferin,4018.3,27,10,27,1,27,6,2248
sbm29377,NULL,NULL,NULL,topup,topup,32270,27,16,13,5,30,12,2249
sbm23429,NULL,NULL,NULL,topupfee,topupfee,216,27,20,49,1,26,12,2250
sbm49185,NULL,NULL,NULL,dvcashin,dvcashin,4828,27,15,20,6,12,11,2251
sbm23429,NULL,NULL,NULL,topup,topup,30700,27,20,49,1,26,12,2252
sbm548,NULL,NULL,NULL,transferin,transferin,7092,27,12,9,4,27,10,2253
sbm59169,NULL,NULL,NULL,debit,debit,326,27,12,55,3,28,12,2254
sbm50593,NULL,NULL,NULL,debit,debit,52405,27,8,15,2,13,12,2255
sbm43417,NULL,NULL,NULL,debit,debit,459,27,13,48,0,30,10,2256
sbm50593,NULL,NULL,NULL,topupfee,topupfee,195,27,8,15,2,13,12,2257
sbm50593,NULL,NULL,NULL,topup,topup,52600,27,8,15,2,13,12,2258
sbm683,NULL,NULL,NULL,debit,debit,256,27,9,28,4,15,12,2259
sbm62938,NULL,NULL,NULL,debit,debit,403,27,14,19,1,17,10,2260
sbm54163,NULL,NULL,NULL,debit,debit,293,27,13,2,1,3,10,2261
sbm51757,NULL,NULL,NULL,credit,promotion,1592,27,13,30,3,29,6,2262
sbm57657,NULL,NULL,NULL,debit,topup_bank,42975,27,19,40,3,5,10,2263
sbm39823,NULL,NULL,NULL,credit,feecommission,61,27,9,32,2,25,10,2264
sbm41393,NULL,NULL,NULL,topup,topup,3450,27,14,52,3,2,11,2265
sbm446,NULL,NULL,NULL,credit,promotion,135,27,17,24,2,13,12,2266
sbm57866,NULL,NULL,NULL,topup,topup,2190,26,19,13,2,1,11,2267
sbm5840,NULL,NULL,NULL,topup,topup,116700,26,15,33,2,27,12,2268
sbm42190,NULL,NULL,NULL,topup,topup,3000,26,12,39,5,28,10,2269
sbm40732,NULL,NULL,NULL,topup,topup,555,26,5,32,3,19,10,2270
sbm29377,NULL,NULL,NULL,topupfee,topupfee,271,26,16,13,5,30,12,2271
sbm165,NULL,NULL,NULL,debit,transfer_bank_scbpayment,1391,26,15,58,5,30,12,2272
sbm34579,NULL,NULL,NULL,debit,debit,270,26,10,3,1,19,12,2273
sbm28992,NULL,NULL,NULL,topup,topup,34300,26,15,57,3,21,12,2274
sbm44863,NULL,NULL,NULL,topup,topup,15820,26,9,58,2,13,12,2275
sbm28992,NULL,NULL,NULL,topupfee,topupfee,208,26,15,57,3,21,12,2276
sbm165,NULL,NULL,NULL,topup,topup,3716,26,15,56,3,2,11,2277
sbm626,NULL,NULL,NULL,topup,topup,111500,26,19,15,3,21,12,2278
sbm626,NULL,NULL,NULL,topupfee,topupfee,324,26,19,15,3,21,12,2279
sbm62669,NULL,NULL,NULL,debit,debit,280,26,18,57,5,18,11,2280
sbm17829,NULL,NULL,NULL,topupfee,topupfee,158,26,8,26,2,20,12,2281
sbm167,NULL,NULL,NULL,debit,debit,620,26,11,40,4,22,9,2282
sbm17829,NULL,NULL,NULL,topup,topup,116471.36,26,8,26,2,20,12,2283
sbm58,NULL,NULL,NULL,credit,promotion,130,26,14,8,1,7,11,2284
sbm122,NULL,NULL,NULL,debit,debit,703,26,12,19,3,14,12,2285
sbm17829,NULL,NULL,NULL,debit,debit,116313.36,26,8,26,2,20,12,2286
sbm23488,NULL,NULL,NULL,topupfee,topupfee,202,26,16,20,3,28,12,2287
sbm23488,NULL,NULL,NULL,debit,debit,27878,26,16,20,3,28,12,2288
sbm28992,NULL,NULL,NULL,debit,debit,34092,26,15,57,3,21,12,2289
sbm59883,NULL,NULL,NULL,debit,transfer_bankscb,9000,26,13,45,5,21,10,2290
sbm5840,NULL,NULL,NULL,topupfee,topupfee,333,26,15,33,2,27,12,2291
sbm369,NULL,NULL,NULL,credit,promotion,130,26,8,38,3,8,6,2292
sbm39823,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,1056,26,10,43,2,5,7,2293
sbm42553,NULL,NULL,NULL,topup,topup,54740.5,26,14,26,3,26,10,2294
sbm454,NULL,NULL,NULL,transferin,transferin,27612.47,26,10,26,1,4,7,2295
sbm117,NULL,NULL,NULL,credit,credit,930,26,9,23,1,26,12,2296
sbm67308,NULL,NULL,NULL,debit,topup_bank,31300,26,13,18,4,6,10,2297
sbm45041,NULL,NULL,NULL,topupfee,topupfee,165,26,14,2,1,28,11,2298
sbm45041,NULL,NULL,NULL,topup,topup,79400,26,14,2,1,28,11,2299
sbm45041,NULL,NULL,NULL,debit,debit,79235,26,14,2,1,28,11,2300
sbm58496,NULL,NULL,NULL,credit,topup_kbank,2600,26,17,13,3,30,11,2301
sbm57832,NULL,NULL,NULL,topup,topup,44900,26,12,0,3,2,11,2302
sbm1136,NULL,NULL,NULL,credit,feecommission,62,26,16,36,1,10,10,2303
sbm186,NULL,NULL,NULL,credit,promotion,130,26,11,19,3,27,7,2304
sbm56974,NULL,NULL,NULL,debit,transfer_bankscb,49696,26,19,33,3,26,10,2305
sbm29377,NULL,NULL,NULL,debit,debit,30499,26,16,13,5,30,12,2306
sbm5840,NULL,NULL,NULL,debit,debit,116367,26,15,33,2,27,12,2307
sbm44863,NULL,NULL,NULL,topupfee,topupfee,200,25,9,58,2,13,12,2308
sbm354,NULL,NULL,NULL,debit,debit,222,25,15,1,4,7,7,2309
sbm39560,NULL,NULL,NULL,credit,topup_ktb,10593.85,25,19,1,6,31,12,2310
sbm46404,NULL,NULL,NULL,dvcashin,dvcashin,2020,25,17,37,0,10,4,2311
sbm59963,NULL,NULL,NULL,debit,topup_bank,23510,25,9,53,0,28,8,2312
sbm53501,NULL,NULL,NULL,debit,debit,391,25,16,34,4,22,12,2313
sbm68131,NULL,NULL,NULL,debit,debit,30930,25,18,5,4,29,12,2314
sbm49727,NULL,NULL,NULL,credit,topup_bbl,3477,25,18,3,3,28,12,2315
sbm166,NULL,NULL,NULL,debit,topup_bank,1912,25,9,50,4,12,5,2316
sbm486,NULL,NULL,NULL,credit,promotion,125,25,15,24,3,2,11,2317
sbm44257,NULL,NULL,NULL,debit,debit,300,25,18,0,5,22,7,2318
sbm42928,NULL,NULL,NULL,credit,topup_scb,98868.31,25,19,28,2,27,12,2319
sbm53960,NULL,NULL,NULL,debit,debit,268,25,8,59,3,7,9,2320
sbm65286,NULL,NULL,NULL,debit,debit,381,25,16,53,1,19,12,2321
sbm42660,NULL,NULL,NULL,debit,debit,236,25,15,4,2,6,12,2322
sbm43707,NULL,NULL,NULL,credit,commission,141.95,25,19,12,0,20,11,2323
sbm49700,NULL,NULL,NULL,dvcashin,dvcashin,24025,25,12,4,1,3,10,2324
sbm58784,NULL,NULL,NULL,debit,topup_bank,41000,25,11,4,4,6,10,2325
sbm523,NULL,NULL,NULL,debit,debit,539,25,16,15,2,17,5,2326
sbm62669,NULL,NULL,NULL,debit,topup_bank,31700,25,13,48,4,6,10,2327
sbm68131,NULL,NULL,NULL,topup,topup,31200,25,18,5,4,29,12,2328
sbm44863,NULL,NULL,NULL,debit,debit,15370,25,9,58,2,13,12,2329
sbm68131,NULL,NULL,NULL,topupfee,topupfee,270,25,18,5,4,29,12,2330
sbm6420,NULL,NULL,NULL,topupfee,topupfee,213,24,15,54,6,31,12,2331
sbm39823,NULL,NULL,NULL,credit,commission,22.75,24,9,54,4,15,12,2332
sbm39877,NULL,NULL,NULL,topup,topup,2035,24,9,39,2,1,11,2333
sbm40101,NULL,NULL,NULL,debit,topup_bank,42115,24,6,37,4,6,10,2334
sbm67350,NULL,NULL,NULL,debit,debit,319,24,17,14,5,16,12,2335
sbm57832,NULL,NULL,NULL,credit,topup_ktb,109500,24,13,11,6,31,12,2336
sbm73422,NULL,NULL,NULL,debit,debit,291,24,14,23,1,26,12,2337
sbm49037,NULL,NULL,NULL,topup,topup,2900,24,19,21,2,4,10,2338
sbm60013,NULL,NULL,NULL,fee,fee,360,24,9,48,4,15,9,2339
sbm62946,NULL,NULL,NULL,debit,debit,998,24,8,53,3,7,12,2340
sbm41316,NULL,NULL,NULL,credit,commission,9.8,24,21,13,5,16,12,2341
sbm22848,NULL,NULL,NULL,topupfee,topupfee,126,24,22,39,3,21,12,2342
sbm55228,NULL,NULL,NULL,topup,topup,3700,24,10,7,1,24,10,2343
sbm23554,NULL,NULL,NULL,debit,debit,239880,24,18,21,0,11,12,2344
sbm23554,NULL,NULL,NULL,topup,topup,240000,24,18,21,0,11,12,2345
sbm6420,NULL,NULL,NULL,debit,debit,43717,24,15,54,6,31,12,2346
sbm6420,NULL,NULL,NULL,topup,topup,43930,24,15,54,6,31,12,2347
sbm23554,NULL,NULL,NULL,topupfee,topupfee,120,24,18,21,0,11,12,2348
sbm51639,NULL,NULL,NULL,debit,debit,313,24,14,50,1,1,8,2349
sbm55053,NULL,NULL,NULL,credit,promotion,120,24,14,7,3,30,11,2350
sbm29105,NULL,NULL,NULL,debit,debit,310,24,11,20,5,8,7,2351
sbm68072,NULL,NULL,NULL,debit,debit,240,24,8,40,2,20,12,2352
sbm18360,NULL,NULL,NULL,topup,topup,24178,24,6,24,0,14,8,2353
sbm75,NULL,NULL,NULL,debit,topup_bank,2450,24,9,11,3,11,5,2354
sbm166,NULL,NULL,NULL,credit,promotion,120,24,16,20,3,5,10,2355
sbm46743,NULL,NULL,NULL,credit,feecommission,74,24,11,47,0,4,12,2356
sbm63634,NULL,NULL,NULL,debit,topup_bank,8100,23,16,28,4,6,10,2357
sbm22848,NULL,NULL,NULL,debit,debit,83206,23,22,52,0,27,11,2358
sbm62944,NULL,NULL,NULL,debit,debit,600,23,12,47,5,2,12,2359
sbm43396,NULL,NULL,NULL,debit,debit,432,23,13,9,3,30,11,2360
sbm56735,NULL,NULL,NULL,fee,fee,345,23,20,15,3,14,9,2361
sbm131,NULL,NULL,NULL,credit,promotion,115,23,15,53,5,27,5,2362
sbm18360,NULL,NULL,NULL,topupfee,topupfee,184,23,6,24,0,14,8,2363
sbm18360,NULL,NULL,NULL,debit,debit,21994,23,6,24,0,14,8,2364
sbm4,NULL,NULL,NULL,topup,topup,2400,23,14,27,3,19,10,2365
sbm69155,NULL,NULL,NULL,debit,topup_bank,16000,23,15,43,4,6,10,2366
sbm52786,NULL,NULL,NULL,debit,debit,387,23,14,29,2,9,8,2367
sbm48742,NULL,NULL,NULL,dvcashin,dvcashin,4391,23,9,17,4,28,4,2368
sbm423,NULL,NULL,NULL,credit,promotion,115,23,16,22,5,2,12,2369
sbm520,NULL,NULL,NULL,credit,promotion,115,23,16,45,1,20,6,2370
sbm57940,NULL,NULL,NULL,debit,debit,2010,23,7,40,6,11,6,2371
sbm68359,NULL,NULL,NULL,debit,topup_bank,23900,23,20,33,3,5,10,2372
sbm74013,NULL,NULL,NULL,debit,debit,242,23,18,11,3,28,12,2373
sbm43010,NULL,NULL,NULL,dvcashin,dvcashin,5309,23,13,10,4,19,5,2374
sbm68029,NULL,NULL,NULL,credit,topup_ktb,1632,23,11,27,0,20,11,2375
sbm51400,NULL,NULL,NULL,topup,topup,2475,23,22,27,3,5,10,2376
sbm44397,NULL,NULL,NULL,topup,topup,2112,23,16,27,5,28,10,2377
sbm14224,NULL,NULL,NULL,topupfee,topupfee,219,23,17,36,3,28,12,2378
sbm14224,NULL,NULL,NULL,topup,topup,49000,23,17,36,3,28,12,2379
sbm14224,NULL,NULL,NULL,debit,debit,48781,23,17,36,3,28,12,2380
sbm22848,NULL,NULL,NULL,topup,topup,83327,23,22,52,0,27,11,2381
sbm59878,NULL,NULL,NULL,debit,topup_bank,44800,23,7,23,4,6,10,2382
sbm51273,NULL,NULL,NULL,topup,topup,1013,22,9,49,6,28,5,2383
sbm63315,NULL,NULL,NULL,debit,transfer_bankscb,41200,22,11,30,6,22,10,2384
sbm440,NULL,NULL,NULL,debit,debit,4919,22,9,2,2,5,4,2385
sbm59883,NULL,NULL,NULL,debit,topup_bank,34300,22,6,8,4,6,10,2386
sbm44181,NULL,NULL,NULL,credit,feecommission,128,22,18,18,0,25,12,2387
sbm68645,NULL,NULL,NULL,debit,topup_bank,28000,22,1,30,4,6,10,2388
sbm48113,NULL,NULL,NULL,credit,credit,3250,22,10,40,6,3,12,2389
sbm56071,NULL,NULL,NULL,debit,debit,310,22,20,13,3,12,10,2390
sbm59461,NULL,NULL,NULL,fee,fee,330,22,8,56,4,15,9,2391
sbm74304,NULL,NULL,NULL,debit,debit,198,22,16,0,2,20,12,2392
sbm59959,NULL,NULL,NULL,debit,topup_bank,35235,22,11,55,4,6,10,2393
sbm53692,NULL,NULL,NULL,debit,wash_sabuywash,480,22,15,8,4,15,12,2394
sbm49388,NULL,NULL,NULL,topupfee,topupfee,113,22,10,3,2,20,9,2395
sbm49388,NULL,NULL,NULL,topup,topup,106575,22,10,3,2,20,9,2396
sbm49388,NULL,NULL,NULL,debit,debit,106462,22,10,3,2,20,9,2397
sbm60013,NULL,NULL,NULL,debit,transfer_bank_scbpayment,42120,22,8,18,4,17,11,2398
sbm56320,NULL,NULL,NULL,credit,commission,61.6,22,9,34,6,17,12,2399
sbm49171,NULL,NULL,NULL,debit,topup_bank,2000,22,14,49,2,3,5,2400
sbm48990,NULL,NULL,NULL,topupfee,topupfee,180,22,14,19,4,29,9,2401
sbm48990,NULL,NULL,NULL,topup,topup,12188,22,14,19,4,29,9,2402
sbm48990,NULL,NULL,NULL,debit,debit,12008,22,14,19,4,29,9,2403
sbm56480,NULL,NULL,NULL,dvcashin,dvcashin,9698,22,12,4,4,11,8,2404
sbm42302,NULL,NULL,NULL,topup,topup,178600,22,10,30,3,12,10,2405
sbm183,NULL,NULL,NULL,credit,promotion,110,22,11,10,3,3,8,2406
sbm3855,NULL,NULL,NULL,debit,debit,163378,22,1,41,4,22,12,2407
sbm3855,NULL,NULL,NULL,topup,topup,163500,22,1,41,4,22,12,2408
sbm27426,NULL,NULL,NULL,topupfee,topupfee,176,22,8,15,4,22,12,2409
sbm52904,NULL,NULL,NULL,credit,topup_kbank,1849,22,14,13,5,30,12,2410
sbm56777,NULL,NULL,NULL,topup,topup,3200,22,16,11,5,23,9,2411
sbm58672,NULL,NULL,NULL,debit,debit,285,22,20,40,1,10,10,2412
sbm39855,NULL,NULL,NULL,topupfee,topupfee,232,22,10,1,3,31,8,2413
sbm39855,NULL,NULL,NULL,topup,topup,15250,22,10,1,3,31,8,2414
sbm39855,NULL,NULL,NULL,debit,debit,15018,22,10,1,3,31,8,2415
sbm3855,NULL,NULL,NULL,topupfee,topupfee,122,22,1,41,4,22,12,2416
sbm12317,NULL,NULL,NULL,debit,debit,17124,22,14,37,6,31,12,2417
sbm12317,NULL,NULL,NULL,topup,topup,17300,22,14,37,6,31,12,2418
sbm12317,NULL,NULL,NULL,topupfee,topupfee,176,22,14,37,6,31,12,2419
sbm56691,NULL,NULL,NULL,debit,debit,279,22,9,41,6,24,9,2420
sbm95,NULL,NULL,NULL,debit,debit,395,22,10,22,2,20,12,2421
sbm27426,NULL,NULL,NULL,debit,debit,26246,22,8,15,4,22,12,2422
sbm27426,NULL,NULL,NULL,topup,topup,26422,22,8,15,4,22,12,2423
sbm47249,NULL,NULL,NULL,credit,commission,22.4,22,10,57,6,26,11,2424
sbm61599,NULL,NULL,NULL,fee,fee,330,22,20,54,5,26,8,2425
sbm63234,NULL,NULL,NULL,debit,topup_bank,26730,22,12,12,4,6,10,2426
sbm43241,NULL,NULL,NULL,debit,debit,223,21,11,16,4,25,8,2427
sbm33363,NULL,NULL,NULL,topup,topup,65000,21,6,47,5,16,12,2428
sbm58462,NULL,NULL,NULL,credit,topup_bbltopup,2100,21,21,32,1,28,11,2429
sbm33363,NULL,NULL,NULL,debit,debit,64892,21,6,47,5,16,12,2430
sbm68140,NULL,NULL,NULL,topup,topup,2100,21,21,12,6,24,9,2431
sbm29354,NULL,NULL,NULL,debit,debit,164895,21,21,19,5,2,12,2432
sbm37327,NULL,NULL,NULL,topup,topup,2376,21,21,5,1,18,4,2433
sbm8165,NULL,NULL,NULL,topupfee,topupfee,258,21,12,45,2,27,12,2434
sbm53484,NULL,NULL,NULL,debit,debit,238,21,17,40,2,6,9,2435
sbm29354,NULL,NULL,NULL,topup,topup,165000,21,21,19,5,2,12,2436
sbm68614,NULL,NULL,NULL,credit,topup_kbank,2100,21,14,43,5,7,10,2437
sbm29354,NULL,NULL,NULL,topupfee,topupfee,105,21,21,19,5,2,12,2438
sbm49037,NULL,NULL,NULL,credit,credit,2570,21,19,24,0,25,12,2439
sbm38008,NULL,NULL,NULL,debit,debit,502,21,11,33,5,18,11,2440
sbm49135,NULL,NULL,NULL,debit,debit,603,21,10,24,3,9,2,2441
sbm272,NULL,NULL,NULL,credit,promotion,105,21,13,32,4,10,11,2442
sbm58488,NULL,NULL,NULL,topup,topup,2100,21,19,24,6,29,10,2443
sbm51143,NULL,NULL,NULL,dvcashin,dvcashin,456,21,11,20,3,28,12,2444
sbm68410,NULL,NULL,NULL,debit,topup_bank,32000,21,0,52,4,6,10,2445
sbm558,NULL,NULL,NULL,debit,debit,411,21,14,11,6,1,10,2446
sbm321,NULL,NULL,NULL,credit,promotion,105,21,14,24,1,19,12,2447
sbm49580,NULL,NULL,NULL,debit,topup_bank,26595,21,14,56,4,6,10,2448
sbm1593,NULL,NULL,NULL,topupfee,topupfee,255,21,12,9,4,22,12,2449
sbm1593,NULL,NULL,NULL,topup,topup,195000,21,12,9,4,22,12,2450
sbm1593,NULL,NULL,NULL,debit,debit,194745,21,12,9,4,22,12,2451
sbm53692,NULL,NULL,NULL,debit_rev,debit_rev,540,21,9,43,2,8,11,2452
sbm63999,NULL,NULL,NULL,debit,debit,210,21,8,28,5,30,9,2453
sbm10425,NULL,NULL,NULL,topup,topup,18000.92,21,17,8,1,19,12,2454
sbm29724,NULL,NULL,NULL,topupfee,topupfee,105,21,19,58,4,29,12,2455
sbm10425,NULL,NULL,NULL,topupfee,topupfee,168,21,17,8,1,19,12,2456
sbm8165,NULL,NULL,NULL,debit,debit,169817,21,12,45,2,27,12,2457
sbm69269,NULL,NULL,NULL,debit,topup_bank,12000,21,16,17,3,5,10,2458
sbm70038,NULL,NULL,NULL,credit,topup_kbank,2100,21,23,4,4,6,10,2459
sbm454,NULL,NULL,NULL,credit,promotion,105,21,14,20,5,26,8,2460
sbm55313,NULL,NULL,NULL,debit,debit,207,21,15,55,4,5,5,2461
sbm424,NULL,NULL,NULL,debit,topup_bank,3015,21,16,39,6,28,5,2462
sbm41681,NULL,NULL,NULL,dvcashin,dvcashin,10751,21,15,58,4,29,12,2463
sbm8165,NULL,NULL,NULL,topup,topup,170075,21,12,45,2,27,12,2464
sbm42372,NULL,NULL,NULL,dvcashin,dvcashin,1180,21,12,17,5,24,6,2465
sbm57461,NULL,NULL,NULL,debit,debit,214,21,16,28,4,22,12,2466
sbm41681,NULL,NULL,NULL,topup,topup,10300,21,13,48,5,28,10,2467
sbm117,NULL,NULL,NULL,topup,topup,1233,21,9,32,1,17,10,2468
sbm29724,NULL,NULL,NULL,debit,debit,169895,21,19,58,4,29,12,2469
sbm42731,NULL,NULL,NULL,dvcashin,dvcashin,9636.3,21,10,24,4,24,3,2470
sbm33363,NULL,NULL,NULL,topupfee,topupfee,108,21,6,47,5,16,12,2471
sbm29724,NULL,NULL,NULL,topup,topup,170000,21,19,58,4,29,12,2472
sbm56660,NULL,NULL,NULL,debit,transfer_bankscb,2400,21,14,44,1,24,10,2473
sbm68909,NULL,NULL,NULL,topup,topup,2000,20,21,7,4,6,10,2474
sbm57115,NULL,NULL,NULL,fee,fee,300,20,20,18,3,14,9,2475
sbm49646,NULL,NULL,NULL,topupfee,topupfee,168,20,19,6,0,30,10,2476
sbm49646,NULL,NULL,NULL,topup,topup,28520,20,19,6,0,30,10,2477
sbm49646,NULL,NULL,NULL,debit,debit,28352,20,19,6,0,30,10,2478
sbm68387,NULL,NULL,NULL,credit,topup_kbank,2000,20,1,36,5,7,10,2479
sbm61332,NULL,NULL,NULL,fee,fee,300,20,10,44,4,1,9,2480
sbm83,NULL,NULL,NULL,credit,promotion,100,20,15,4,4,22,9,2481
sbm10425,NULL,NULL,NULL,debit,debit,17832.92,20,17,8,1,19,12,2482
sbm20415,NULL,NULL,NULL,topupfee,topupfee,100,20,16,44,5,16,12,2483
sbm57010,NULL,NULL,NULL,debit,transfer_bankscb,6600,20,17,24,2,11,10,2484
sbm60013,NULL,NULL,NULL,debit,transfer_bankscb,39700,20,7,19,3,26,10,2485
sbm44921,NULL,NULL,NULL,credit,promotion,100,20,17,7,1,17,10,2486
sbm73156,NULL,NULL,NULL,debit,debit,210,20,17,27,4,29,12,2487
sbm60100,NULL,NULL,NULL,debit,topup_bank,40000,20,6,41,4,6,10,2488
sbm188,NULL,NULL,NULL,credit,promotion,100,20,10,41,5,29,4,2489
sbm15294,NULL,NULL,NULL,debit,debit,146757,20,7,55,0,25,12,2490
sbm69876,NULL,NULL,NULL,credit,topup_kbank,2000,20,22,31,4,6,10,2491
sbm15294,NULL,NULL,NULL,topup,topup,147000,20,7,55,0,25,12,2492
sbm15294,NULL,NULL,NULL,topupfee,topupfee,243,20,7,55,0,25,12,2493
sbm52308,NULL,NULL,NULL,debit,debit,408,20,11,7,4,22,12,2494
sbm48195,NULL,NULL,NULL,dvcashin,dvcashin,4956,20,16,15,6,3,12,2495
sbm68909,NULL,NULL,NULL,credit,topup_kbank,2000,20,23,16,4,6,10,2496
sbm54376,NULL,NULL,NULL,debit_rev,debit_rev,347.34,20,18,33,4,25,8,2497
sbm69955,NULL,NULL,NULL,credit,topup_kbank,2000,20,22,27,4,6,10,2498
sbm54376,NULL,NULL,NULL,debit,debit,347.34,20,18,33,4,25,8,2499
sbm69955,NULL,NULL,NULL,topup,topup,2000,20,20,29,4,6,10,2500
sbm60259,NULL,NULL,NULL,credit,topup_scb,2000,20,7,48,5,7,10,2501
sbm60259,NULL,NULL,NULL,debit,transfer_bankscb,40000,20,5,59,3,26,10,2502
sbm35766,NULL,NULL,NULL,topupfee,topupfee,100,20,18,43,0,18,12,2503
sbm35766,NULL,NULL,NULL,topup,topup,194400,20,18,43,0,18,12,2504
sbm35766,NULL,NULL,NULL,debit,debit,194300,20,18,43,0,18,12,2505
sbm67144,NULL,NULL,NULL,debit,topup_bank,30000,20,17,4,4,6,10,2506
sbm74,NULL,NULL,NULL,transferout,transferout,4619,20,15,46,1,1,8,2507
sbm68839,NULL,NULL,NULL,credit,topup_kbank,2000,20,22,24,4,6,10,2508
sbm20415,NULL,NULL,NULL,debit,debit,211900,20,16,44,5,16,12,2509
sbm70038,NULL,NULL,NULL,topup,topup,2000,20,20,48,4,6,10,2510
sbm118,NULL,NULL,NULL,credit,promotion,100,20,13,32,4,10,11,2511
sbm34727,NULL,NULL,NULL,credit,promotion,100,20,17,53,4,3,11,2512
sbm70039,NULL,NULL,NULL,credit,topup_kbank,2000,20,23,19,4,6,10,2513
sbm70039,NULL,NULL,NULL,topup,topup,2000,20,20,57,4,6,10,2514
sbm56798,NULL,NULL,NULL,credit,topup_scb,2000,20,16,1,5,7,10,2515
sbm43189,NULL,NULL,NULL,debit,debit,545,20,10,48,5,6,5,2516
sbm61686,NULL,NULL,NULL,credit,topup_scb,2000,20,23,46,4,6,10,2517
sbm26707,NULL,NULL,NULL,debit,debit,55667.91,20,13,8,1,12,12,2518
sbm26707,NULL,NULL,NULL,topup,topup,55779.91,20,13,8,1,12,12,2519
sbm42707,NULL,NULL,NULL,topup,topup,4280,20,5,52,1,31,10,2520
sbm26707,NULL,NULL,NULL,topupfee,topupfee,112,20,13,8,1,12,12,2521
sbm20415,NULL,NULL,NULL,topup,topup,212000,20,16,44,5,16,12,2522
sbm66081,NULL,NULL,NULL,debit,topup_bank,34285,20,7,57,4,6,10,2523
sbm68583,NULL,NULL,NULL,credit,topup_kbank,2000,20,14,26,5,7,10,2524
sbm68852,NULL,NULL,NULL,debit,debit,192,20,14,39,5,11,11,2525
sbm66379,NULL,NULL,NULL,credit,topup_kbanktopup,2000,20,6,59,5,7,10,2526
sbm61626,NULL,NULL,NULL,credit,topup_scb,2000,20,11,20,1,28,11,2527
